,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,Zuco_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary,annotator_ID
291,QID985,233,"As a remake, it's a pale imitation.",negative,negative,2,"pale,imitation.","[5, 6]",41,White/Caucasian,Female,Very well,PASSED,655,WO,White/Causasian,>=38,60598,train,"[0, 0, 0, 0, 0, 1, 1]",65
292,QID733,107,"Stitch is a bad mannered, ugly and destructive little ****.",negative,negative,2,"bad,ugly,destructive,****.","[3, 5, 7, 9]",44,White/Caucasian,Male,Very well,PASSED,457,WO,White/Causasian,>=38,60861,train,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",23
293,QID833,157,The movie is virtually without context -- journalistic or historical.,negative,negative,2,"virtually,without,context","[3, 4, 5]",39,White/Caucasian,Female,Very well,PASSED,522,WO,White/Causasian,>=38,61424,train,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",90
294,QID973,227,"Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",positive,no sentiment,3,"Most,haunting,conclusion,","[0, 1, 6]",43,White/Caucasian,Male,Very well,PASSED,647,WO,White/Causasian,>=38,61907,train,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",62
295,QID711,96,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,negative,negative,2,"unimpressively,fussy,pretentious.","[11, 12, 14]",46,White/Caucasian,Female,Very well,PASSED,444,WO,White/Causasian,>=38,62376,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",6
296,QID547,14,I love the robust middle of this picture.,positive,positive,1,"love,robust","[1, 3]",58,White/Caucasian,Female,Well,PASSED,326,WO,White/Causasian,>=38,62429,train,"[0, 1, 0, 1, 0, 0, 0, 0]",73
297,QID1025,253,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",positive,positive,1,"finest,kind,","[4, 5]",42,White/Caucasian,Female,Well,PASSED,685,WO,White/Causasian,>=38,63203,train,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18
299,QID685,83,Exceptionally well acted by Diane Lane and Richard Gere.,positive,negative,2,Exceptionally,[0],47,White/Caucasian,Male,Well,PASSED,422,WO,White/Causasian,>=38,64664,train,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",69
303,QID1005,243,"But the talented cast alone will keep you watching, as will the fight scenes.",positive,positive,1,"talented,fight,scenes.","[2, 12, 13]",48,White/Caucasian,Female,Very well,PASSED,674,WO,White/Causasian,>=38,65502,train,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",156
304,QID855,168,Narc is a no-bull throwback to 1970s action films.,positive,positive,1,"no-bull,throwback","[3, 4]",41,White/Caucasian,Female,Very well,PASSED,541,WO,White/Causasian,>=38,65601,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0]",2
307,QID787,134,"For VeggieTales fans, this is more appetizing than a side dish of asparagus.",positive,positive,1,appetizing,[6],38,White/Sephardic Jew,Male,Very well,PASSED,491,WO,White/Causasian,>=38,66326,train,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",99
308,QID637,59,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...",negative,negative,2,"struggled,to,remain,interested,,feel,my,eyelids...,getting...,very...,heavy...","[4, 5, 6, 7, 14, 15, 16, 17, 18, 19]",50,White/Caucasian,Female,Very well,PASSED,388,WO,White/Causasian,>=38,66422,train,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",85
309,QID933,207,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",positive,positive,1,"Methodical,,measured,,purposefully,reductive,successful","[0, 1, 12, 13, 22]",40,White/Caucasian,Female,Very well,PASSED,612,WO,White/Causasian,>=38,66456,train,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",77
310,QID903,192,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",positive,positive,1,"visceral,spiritual,,wonderfully,vulgar,sublimely,lofty,emotionally,grand","[17, 19, 20, 21, 23, 24, 28, 29]",41,White/Caucasian,Female,Very well,PASSED,578,WO,White/Causasian,>=38,66469,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]",57
312,QID919,200,It's the funniest American comedy since Graffiti Bridge.,positive,positive,1,funniest,[2],40,White/Caucasian,Female,Very well,PASSED,599,WO,White/Causasian,>=38,66793,train,"[0, 0, 1, 0, 0, 0, 0, 0]",77
0,QID859,170,Perhaps the most annoying thing about Who Is Cletis Tout? is that it's a crime movie made by someone who obviously knows nothing about crime.,negative,negative,2,"most,annoying,thing,obviously,knows,nothing,about,crime.","[2, 3, 4, 20, 21, 22, 23, 24]",25,White/Caucasian,Female,Very well,PASSED,544,WY,White/Causasian,<=35,-1,,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",84
1,QID725,103,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",positive,positive,1,"will,laugh,their,1***,off","[30, 31, 32, 33, 34]",31,White/Caucasian,Female,Very well,PASSED,453,WY,White/Causasian,<=35,-1,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",44
2,QID779,130,Even horror fans will most likely not find what they're seeking with Trouble Every Day; the movie lacks both thrills and humor.,negative,negative,2,"Even,horror,fans,will,not,find,what,they're,seeking,lacks","[0, 1, 2, 3, 6, 7, 8, 9, 10, 17]",23,White/Caucasian,Male,Very well,PASSED,486,WY,White/Causasian,<=35,14,validation,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",199
3,QID573,27,How did it ever get made?,negative,negative,2,"How,did,it,ever,get,made?","[0, 1, 2, 3, 4, 5]",27,White/Caucasian,Male,Well,PASSED,343,WY,White/Causasian,<=35,47,test,"[1, 1, 1, 1, 1, 1]",158
4,QID577,29,Could The Country Bears really be as bad as its trailers?,negative,negative,2,"really,be,as,bad,as,its,trailers?","[4, 5, 6, 7, 8, 9, 10]",27,White/Caucasian,Male,Well,PASSED,346,WY,White/Causasian,<=35,56,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",158
5,QID927,204,"I didn't laugh at the ongoing efforts of Cube, and his skinny buddy Mike Epps, to make like Laurel and Hardy'n the hood.",negative,negative,2,"didn't,laugh","[1, 2]",24,White/Caucasian,Male,Very well,PASSED,604,WY,White/Causasian,<=35,61,test,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",87
6,QID929,205,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,positive,positive,1,"wonderful,portrait","[11, 12]",24,White/Caucasian,Male,Very well,PASSED,606,WY,White/Causasian,<=35,73,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",87
7,QID715,98,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,positive,positive,1,"inspiring,heart-affecting,film","[1, 3, 4]",23,White/Caucasian,Male,Very well,PASSED,447,WY,White/Causasian,<=35,91,test,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",80
8,QID1001,241,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.",positive,positive,1,"fascinating,connections","[16, 17]",27,White/Caucasian,Male,Well,PASSED,669,WY,White/Causasian,<=35,120,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",78
9,QID619,50,"The movie is almost completely lacking in suspense, surprise and consistent emotional conviction.",negative,positive,1,"completely,lacking,surprise,consistent,emotional,conviction.","[4, 5, 8, 10, 11, 12]",29,White/Caucasian,Male,Very well,PASSED,376,WY,White/Causasian,<=35,146,train,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1]",120
10,QID875,178,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",positive,positive,1,"cute,sometimes,side-splittingly,funny,blend,her,breakthrough,role.","[2, 4, 5, 6, 7, 22, 23, 24]",25,White/Caucasian,Female,Very well,PASSED,554,WY,White/Causasian,<=35,183,test,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",84
11,QID1043,262,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,negative,negative,2,"achieves,ultimate,insignificance","[4, 5, 6]",21,White/Caucasian,Male,Very well,PASSED,698,WY,White/Causasian,<=35,190,train,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",37
12,QID653,67,"Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents.",positive,positive,1,"epic,documentary,get,it,all,down,","[2, 3, 5, 6, 7, 8]",21,White/Caucasian,Male,Very well,PASSED,403,WY,White/Causasian,<=35,192,test,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",142
13,QID823,152,"Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",positive,positive,1,"funny,,smarter,","[6, 22]",33,White/Caucasian,Male,Very well,PASSED,515,WY,White/Causasian,<=35,210,validation,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",140
14,QID589,35,"A lousy movie that's not merely unwatchable, but also unlistenable.",negative,negative,2,"lousy,unwatchable,,unlistenable.","[1, 6, 9]",24,White/Caucasian,Male,Very well,PASSED,353,WY,White/Causasian,<=35,261,test,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",89
15,QID763,122,"After that, it just gets stupid and maudlin.",negative,negative,2,"stupid,maudlin.","[5, 7]",27,White/Caucasian,Female,Well,PASSED,475,WY,White/Causasian,<=35,277,test,"[0, 0, 0, 0, 0, 1, 0, 1]",119
16,QID675,78,"Celebrated at Sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.",positive,positive,1,"has,winning,performances,glossy,,glib,charm,that's,hard,to,beat.","[8, 9, 10, 13, 14, 15, 16, 17, 18, 19]",19,White/Caucasian,Female,Very well,PASSED,415,WY,White/Causasian,<=35,293,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",88
17,QID1007,244,It's solid and affecting and exactly as thought-provoking as it should be.,positive,positive,1,affecting,[3],27,White/Caucasian,Male,Well,PASSED,675,WY,White/Causasian,<=35,295,test,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",78
18,QID837,159,Genuinely touching because it's realistic about all kinds of love.,positive,positive,1,"Genuinely,touching,realistic","[0, 1, 4]",33,White/Caucasian,Male,Very well,PASSED,524,WY,White/Causasian,<=35,298,test,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",140
19,QID899,190,The second coming of Harry Potter is a film far superior to its predecessor.,positive,positive,1,"far,superior","[9, 10]",22,White/Caucasian,Male,Very well,PASSED,576,WY,White/Causasian,<=35,309,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",155
20,QID765,123,"The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.",positive,no sentiment,3,"dreamlike,visuals,will,impress","[2, 3, 4, 5]",27,White/Caucasian,Female,Well,PASSED,476,WY,White/Causasian,<=35,316,test,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",119
21,QID827,154,"With the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry's boss, there isn't a redeeming moment here.",negative,negative,2,"exception,of,some,improvisations,there,isn't,redeeming,moment","[2, 3, 4, 7, 15, 16, 18, 19]",33,White/Caucasian,Male,Very well,PASSED,517,WY,White/Causasian,<=35,335,validation,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",140
22,QID815,148,"A very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction.",negative,negative,2,"very,long,movie,,dull,too,much,focus","[1, 2, 3, 4, 9, 10, 11]",31,White/Caucasian,Female,Very well,PASSED,509,WY,White/Causasian,<=35,361,validation,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",35
23,QID657,69,"Instead of hiding Pinocchio from critics, Miramax should have hidden it from everyone.",negative,negative,2,"should,have,hidden,it,from,everyone.","[7, 8, 9, 10, 11, 12]",21,White/Caucasian,Male,Very well,PASSED,405,WY,White/Causasian,<=35,364,validation,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",142
24,QID769,125,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",positive,positive,1,"incendiary,genius,,steering,clear,reactions,quick,solutions.","[8, 9, 10, 11, 14, 16, 17]",27,White/Caucasian,Female,Well,PASSED,479,WY,White/Causasian,<=35,371,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",119
25,QID643,62,"The Movie is what happens when you blow up small potatoes to 10 times their natural size, and it ain't pretty.",negative,negative,2,"blow,up,10,times,it,ain't,pretty.","[7, 8, 12, 13, 18, 19, 20]",21,White/Caucasian,Male,Very well,PASSED,395,WY,White/Causasian,<=35,374,validation,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]",142
26,QID865,173,"At its worst, it implodes in a series of very bad special effects.",negative,negative,2,"At,its,worst,,very,bad,special,effects.","[0, 1, 2, 9, 10, 11, 12]",25,White/Caucasian,Female,Very well,PASSED,547,WY,White/Causasian,<=35,380,validation,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",84
27,QID617,49,"Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.",positive,no sentiment,3,"capture,a,cruelly,hilarious,vein,of,black,comedy,his,cast,of,non-actors,and,a,gritty,,no-budget,approach.","[3, 4, 5, 6, 7, 8, 9, 10, 15, 16, 17, 18, 19, 20, 21, 22, 23]",19,White/Caucasian,Male,Very well,PASSED,374,WY,White/Causasian,<=35,386,test,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",107
28,QID1017,249,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,positive,positive,1,"richly,imagined,admirably,mature,work,gifted,director","[1, 2, 4, 5, 6, 9, 10]",27,White/Caucasian,Male,Well,PASSED,680,WY,White/Causasian,<=35,406,test,"[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",78
29,QID555,18,"Beautifully observed, miraculously unsentimental comedy-drama.",positive,no sentiment,3,unsentimental,[3],20,White/Caucasian,Male,Well,PASSED,334,WY,White/Causasian,<=35,428,validation,"[0, 0, 0, 1, 0]",110
30,QID635,58,It is intensely personal and yet -- unlike Quills -- deftly shows us the temper of the times.,positive,positive,1,"intensely,personal,deftly,the,temper","[2, 3, 10, 13, 14]",29,White/Caucasian,Male,Very well,PASSED,387,WY,White/Causasian,<=35,441,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",120
31,QID553,17,"Featuring a dangerously seductive performance from the great Daniel Auteuil, ``Sade'' covers the same period as Kaufmann's ``Quills'' with more unsettlingly realistic results.",positive,negative,2,"dangerously,unsettlingly","[2, 20]",20,White/Caucasian,Male,Well,PASSED,331,WY,White/Causasian,<=35,458,validation,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",110
32,QID1015,248,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.",negative,negative,2,"Too,much,of,never,materializes.","[0, 1, 2, 21, 22]",27,White/Caucasian,Male,Well,PASSED,679,WY,White/Causasian,<=35,460,test,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",78
33,QID801,141,"It's the best film of the year so far, the benchmark against which all other Best Picture contenders should be measured.",positive,positive,1,"It's,the,best,film,of,the,year","[0, 1, 2, 3, 4, 5, 6]",31,White/Caucasian,Female,Very well,PASSED,500,WY,White/Causasian,<=35,464,test,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",35
34,QID1031,256,A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.,positive,positive,1,"A,classy,item,to,show,how,its,done.","[0, 1, 2, 20, 21, 22, 23, 24]",21,White/Caucasian,Male,Very well,PASSED,690,WY,White/Causasian,<=35,518,test,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",37
35,QID621,51,But it's too long and too convoluted and it ends in a muddle.,negative,negative,2,"too,long,too,convoluted","[2, 3, 5, 6]",29,White/Caucasian,Male,Very well,PASSED,378,WY,White/Causasian,<=35,556,validation,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",120
36,QID591,36,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.,positive,positive,1,"One,of,the,best,films,a,psychological,masterpiece.","[0, 1, 2, 3, 4, 21, 22, 23]",24,White/Caucasian,Male,Very well,PASSED,354,WY,White/Causasian,<=35,557,validation,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",89
37,QID923,202,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",positive,positive,1,"sterling,performances","[10, 11]",24,White/Caucasian,Male,Very well,PASSED,602,WY,White/Causasian,<=35,560,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",87
38,QID767,124,"Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.",positive,negative,2,"skillfully,assembled,,chilling,unsettling","[3, 4, 13, 15]",27,White/Caucasian,Female,Well,PASSED,478,WY,White/Causasian,<=35,585,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",119
39,QID879,180,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,positive,positive,1,"capture,so,perfectly","[2, 3, 4]",29,White/Caucasian,Male,Very well,PASSED,556,WY,White/Causasian,<=35,622,validation,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95
40,QID885,183,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",negative,negative,2,"as,you,can,get,from,racy,,almost,stops,the,blood,flow,to,your,brain;,dull,,costumey,feel.","[5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 27, 28, 29]",29,White/Caucasian,Male,Very well,PASSED,565,WY,White/Causasian,<=35,635,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",95
41,QID1013,247,"An important movie, a reminder of the power of film to move us and to make us examine our values.",positive,positive,1,"important,make,us,examine,our,values.","[1, 15, 16, 17, 18, 19]",27,White/Caucasian,Male,Well,PASSED,678,WY,White/Causasian,<=35,640,validation,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",78
42,QID797,139,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",positive,no sentiment,3,"While,borrows,heavily,from,it,manages,to,maintain,level,sophisticated,intrigue,human-scale,suck,audience","[0, 2, 3, 4, 13, 14, 15, 16, 19, 21, 22, 24, 27, 29]",23,White/Caucasian,Male,Very well,PASSED,497,WY,White/Causasian,<=35,656,train,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0]",199
43,QID561,21,Bullock's complete lack of focus and ability quickly derails the film.,negative,negative,2,"complete,lack,of,focus,and,ability","[1, 2, 3, 4, 5, 6]",27,White/Caucasian,Male,Well,PASSED,337,WY,White/Causasian,<=35,666,test,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",158
44,QID729,105,There are plot holes big enough for Shamu the killer whale to swim through.,negative,no sentiment,3,"There,are,plot,holes","[0, 1, 2, 3]",31,White/Caucasian,Female,Very well,PASSED,455,WY,White/Causasian,<=35,668,validation,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44
45,QID809,145,"More romantic, more emotional and ultimately more satisfying than the teary-eyed original.",positive,positive,1,"More,romantic,,more,emotional,more,satisfying","[0, 1, 2, 3, 6, 7]",31,White/Caucasian,Female,Very well,PASSED,505,WY,White/Causasian,<=35,686,validation,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",35
46,QID531,6,The film often achieves a mesmerizing poetry.,positive,positive,1,"achieves,a,mesmerizing,poetry.","[3, 4, 5, 6]",22,White/Caucasian,Female,Very well,PASSED,311,WY,White/Causasian,<=35,695,test,"[0, 0, 0, 1, 1, 1, 1]",111
47,QID749,115,"Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand.",positive,positive,1,"delicious,colors,,grand.","[9, 10, 17]",19,White/Caucasian,Female,Very well,PASSED,465,WY,White/Causasian,<=35,708,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",129
48,QID721,101,It's everything you don't go to the movies for.,negative,negative,2,"you,don't,go","[2, 3, 4]",31,White/Caucasian,Female,Very well,PASSED,450,WY,White/Causasian,<=35,724,validation,"[0, 0, 1, 1, 1, 0, 0, 0, 0]",44
49,QID1023,252,Wedding feels a bit anachronistic.,negative,negative,2,anachronistic.,[4],21,White/Caucasian,Male,Very well,PASSED,684,WY,White/Causasian,<=35,758,train,"[0, 0, 0, 0, 1]",37
50,QID831,156,"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",positive,positive,1,"there,is,certain,charm","[14, 15, 17, 18]",33,White/Caucasian,Male,Very well,PASSED,520,WY,White/Causasian,<=35,772,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",140
51,QID669,75,Better at putting you to sleep than a sound machine.,negative,negative,2,"Better,at,putting,you,to,sleep","[0, 1, 2, 3, 4, 5]",19,White/Caucasian,Female,Very well,PASSED,411,WY,White/Causasian,<=35,778,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",88
52,QID695,88,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",negative,negative,2,"not,released,so,weak,,unearthed,become,even,weaker.","[13, 14, 19, 20, 25, 32, 33, 34]",19,White/Caucasian,Male,Very well,PASSED,430,WY,White/Causasian,<=35,789,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",152
53,QID951,216,Griffiths proves she's that rare luminary who continually raises the standard of her profession.,positive,positive,1,"rare,luminary,raises,the,standard","[4, 5, 8, 9, 10]",30,White/Caucasian,Female,Very well,PASSED,626,WY,White/Causasian,<=35,806,validation,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]",38
54,QID731,106,... always remains movingly genuine.,positive,positive,1,"remains,movingly,genuine.","[2, 3, 4]",31,White/Caucasian,Female,Very well,PASSED,456,WY,White/Causasian,<=35,809,test,"[0, 0, 1, 1, 1]",44
55,QID921,201,A strangely compelling and brilliantly acted psychological drama.,positive,positive,1,"compelling,brilliantly","[2, 4]",24,White/Caucasian,Male,Very well,PASSED,601,WY,White/Causasian,<=35,817,validation,"[0, 0, 1, 0, 1, 0, 0, 0]",87
56,QID737,109,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other.,negative,no sentiment,3,"Kirshner,and,Monroe,seem,to,be,in,a,contest,to,see,who,can,out-bad-act,the,other.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",31,White/Caucasian,Female,Very well,PASSED,459,WY,White/Causasian,<=35,830,train,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",44
57,QID523,2,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",negative,negative,2,"empty,and,unsatisfying,","[2, 3, 4]",22,White/Caucasian,Female,Very well,PASSED,304,WY,White/Causasian,<=35,833,validation,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",111
58,QID575,28,I like the new footage and still love the old stuff.,positive,positive,1,"I,like,the,new,footage,and,still,love,the,old,stuff.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",27,White/Caucasian,Male,Well,PASSED,344,WY,White/Causasian,<=35,851,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",158
