,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary,annotator_ID
163,QID845,163,The bartenders (Brian and Kelly) were rly friendly and helpful in terms of recommendations! very professional,positive,positive,1,"friendly,helpful,professional","[7, 9, 15]",79.0,White/Caucasian,Male,Very well,PASSED,r2-0019494,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",154
164,QID847,164,Now the last few have improved the facilities greatly. awesome,positive,positive,1,"improved,awesome","[5, 9]",79.0,White/Caucasian,Male,Very well,PASSED,r2-0019495,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",154
165,QID849,165,I will come back next week.,positive,no sentiment,3,"I,will,come,back,next,week.","[0, 1, 2, 3, 4, 5]",79.0,White/Caucasian,Male,Very well,PASSED,r2-0019496,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1]",154
166,QID851,166,"Nothing was dirty, but the housekeeping seemed lazy. It was really bad.",negative,negative,2,"housekeeping,seemed,lazy.,really,bad.","[5, 6, 7, 10, 11]",79.0,White/Caucasian,Male,Very well,PASSED,r2-0019498,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]",154
167,QID853,167,"If you love having fun, then this is the place not to go!",negative,negative,2,"the,place,not,to,go!","[8, 9, 10, 11, 12]",79.0,White/Caucasian,Male,Very well,PASSED,r2-0019499,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",154
168,QID855,168,But the aloo bhindi is what I was excited about the most and it tasted like soap,negative,negative,2,"aloo,bhindi,tasted,like,soap","[2, 3, 14, 15, 16]",79.0,White/Caucasian,Male,Very well,PASSED,r2-0019502,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",154
169,QID857,169,It was a lovely ride.,positive,positive,1,lovely,[3],79.0,White/Caucasian,Male,Very well,PASSED,r2-0019503,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 0]",154
170,QID859,170,no reason they shouldn't be around a while.,positive,no sentiment,3,"no,reason","[0, 1]",40.0,White/Caucasian,Male,Well,PASSED,r2-0019504,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 0, 0, 0, 0]",17
171,QID861,171,In my opinion delays were unnecessary.,negative,negative,2,"delays,unnecessary.","[3, 5]",40.0,White/Caucasian,Male,Well,PASSED,r2-0019505,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 0, 1]",17
172,QID863,172,"If you like high prices and crowds, Container Park is awesome.",negative,positive,1,awesome.,[10],40.0,White/Caucasian,Male,Well,PASSED,r2-0019506,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",17
173,QID865,173,"This time a different staff member accompanied us, and he was really expert at handling rude customers.",positive,positive,1,expert,[12],40.0,White/Caucasian,Male,Well,PASSED,r2-0019507,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",17
174,QID867,174,I highly recommend their services to anyone if you love emptying your wallet.,negative,negative,2,emptying,[10],40.0,White/Caucasian,Male,Well,PASSED,r2-0019509,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",17
175,QID869,175,I'm not sure how I can go back to oysters with just cocktail sauce and lemon after this.,positive,negative,2,just,[11],40.0,White/Caucasian,Male,Well,PASSED,r2-0019511,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",17
176,QID871,176,And was very inexpensive...about $3.90 for one rather large sausage. I am sure it was it was leftover meat.,negative,negative,2,"leftover,meat.","[17, 18]",40.0,White/Caucasian,Male,Well,PASSED,r2-0019512,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",17
177,QID873,177,"The food was really healthy, and everything was done right.",positive,positive,1,right.,[9],40.0,White/Caucasian,Male,Well,PASSED,r2-0019514,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",17
178,QID875,178,"That really sucks, was it your fault?",negative,negative,2,"sucks,",[2],40.0,White/Caucasian,Male,Well,PASSED,r2-0019515,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 0, 0, 0]",17
179,QID877,179,"I don't want to blame the beer, but a part from the Hamburger Dumpling, I can't for the life of me remember what the other ones are. pathetic",negative,negative,2,pathetic,[27],40.0,White/Caucasian,Male,Well,PASSED,r2-0019517,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",17
180,QID879,180,They got my order wrong the first time and resent it.,negative,negative,2,"order,wrong","[3, 4]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019518,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",308
181,QID881,181,"The menu describes a moist, delicious, and savory bone in rib-eye--I wish that was what I recieved!",negative,negative,2,"wish,that,was,what,I,recieved!","[11, 12, 13, 14, 15, 16]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019519,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",308
182,QID883,182,The rest of the menu will cost 4.95. cheap right?,positive,positive,1,"cheap,right?","[8, 9]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019520,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",308
183,QID885,183,This place is great if you like rabbit food.,negative,negative,2,"if,you,like,rabbit,food.","[4, 5, 6, 7, 8]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019522,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1]",308
184,QID887,184,"My sisters and I walked it in, it smelled stale the decor was beautiful!",positive,positive,1,"the,decor,was,beautiful!","[10, 11, 12, 13]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019523,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",308
185,QID889,185,"Of the dishes that make me nauseous, I can honestly say eggplants are pushing for top billing!",negative,no sentiment,3,"make,me,nauseous,","[4, 5, 6]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019524,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",308
186,QID891,186,"After the lunch rush the buffet looks like a battlefield with no survivors, it's that popular.",positive,positive,1,"it's,that,popular.","[13, 14, 15]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019527,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",308
187,QID893,187,First off the location is a pain to get to because of how congestion Bell Ave gets during Christmas time with all of the dazzling lights,negative,negative,2,"location,is,a,pain,to,get,to","[3, 4, 5, 6, 7, 8, 9]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019528,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",308
188,QID895,188,We were full with no space for desert but didn't need a doggy bag! nice place overall,positive,positive,1,"nice,place,overall","[14, 15, 16]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019529,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",308
189,QID897,189,"I tried Cousins Maine Lobster for the first time during the Farmers Market at Tivoli Village, and I was completely blown away by how expensive it was..",negative,no sentiment,3,"blown,away,by,how,expensive,it,was..","[20, 21, 22, 23, 24, 25, 26]",43.0,White/Caucasian,Male,Very well,PASSED,r2-0019531,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",308
190,QID899,190,I was oh so thrilled to learn that I had paid $70.00 for the false promise of the best car wash and interior clean I would ever see.,negative,negative,2,"oh,so,false,promise","[2, 3, 14, 15]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019533,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",238
191,QID901,191,They should keep doing what they are doing.,positive,no sentiment,3,"keep,doing,are,doing.","[2, 3, 6, 7]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019535,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 0, 0, 1, 1]",238
192,QID903,192,I was somewhat disappointed in the presentation of the dinning experience. not organized in my opinion,negative,negative,2,"somewhat,disappointed,not,organized","[2, 3, 11, 12]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019536,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",238
193,QID905,193,"It was extremely out of my way, but if I find myself back here I plan to stop in",positive,no sentiment,3,"out,of,my,way,,back,here","[3, 4, 5, 6, 12, 13]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019537,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",238
194,QID907,194,"Check in was hard, boring seeing all the Flamingos, fish, turtles outside.",negative,negative,2,"hard,,boring","[3, 4]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019540,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",238
195,QID909,195,I hate jogging but u me have a diffrent mindset toward it,negative,positive,1,"hate,jogging,diffrent,mindset","[1, 2, 8, 9]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019542,WO,White/Causasian,>=38,test,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",238
196,QID911,196,Be prepared for ringing ears after you leave. This place sucks.,negative,negative,2,"This,place,sucks.","[8, 9, 10]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019543,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",238
197,QID913,197,I don't feel overly full and like I have ingested a ton of grease so that is why I am giving 4 stars. We loved it.,positive,positive,1,"giving,4,stars.,We,loved,it.","[20, 21, 22, 23, 24, 25]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019544,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",238
198,QID915,198,i dont trust sites with less reviews,negative,negative,2,"dont,trust,less,reviews","[1, 2, 5, 6]",58.0,White/Caucasian,Male,Very well,PASSED,r2-0019545,WO,White/Causasian,>=38,test,"[0, 1, 1, 0, 0, 1, 1]",238
199,QID917,199,Menu is a disaster.,negative,negative,2,disaster.,[3],58.0,White/Caucasian,Male,Very well,PASSED,r2-0019546,WO,White/Causasian,>=38,test,"[0, 0, 0, 1]",238
200,QID919,200,"We finally made it there for lunch; it's impossible to get a table, and for good reason!",positive,positive,1,"for,good,reason!","[14, 15, 16]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019547,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",124
201,QID921,201,I wish I knew how to make the recipes for the salad and spicy peanut dressing and dessert selection.,positive,no sentiment,3,"I,wish,I,knew,how,to,make","[0, 1, 2, 3, 4, 5, 6]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019548,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",124
202,QID923,202,The place is very good that I want to tell the staff on how great they are.,positive,positive,1,"tell,staff,how,great,they,are.","[9, 11, 13, 14, 15, 16]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019549,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1]",124
203,QID925,203,The quality was food was terrible,negative,negative,2,"food,was,terrible","[3, 4, 5]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019550,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1]",124
204,QID927,204,It was excellent and huge portions I had forgotten I had spent the night on the toilet.,positive,positive,1,"excellent,huge,portions","[2, 4, 5]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019551,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",124
205,QID929,205,"Two other tables were sat before we were sat, we came in first.",negative,negative,2,"Two,tables,sat,before,we,sat,,we,came,first.","[0, 2, 4, 5, 6, 8, 9, 10, 12]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019552,WO,White/Causasian,>=38,test,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",124
206,QID931,206,It is a great restaurant place to eat outside if you love flies and bees in your face.,negative,negative,2,"flies,and,bees,in,your,face.","[12, 13, 14, 15, 16, 17]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019553,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",124
207,QID933,207,My friend and I were looking for something to eat after a movie late at night and we wanted something cheap. It was fun.,positive,positive,1,"cheap.,fun.","[20, 23]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019554,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",124
208,QID935,208,I can't go in without buying something with my limited allowance.,positive,positive,1,"can't,go,in,without,buying,something","[1, 2, 3, 4, 5, 6]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019556,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",124
209,QID937,209,This is my hubby and my favorite restaurant. loved it,positive,positive,1,"favorite,restaurant.,loved,it","[6, 7, 8, 9]",39.0,White/Caucasian,Male,Very well,PASSED,r2-0019557,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",124
210,QID939,210,Could be a Good place to chill with friends and the karaoke might not be as horrible as you would expect.,positive,positive,1,"Could,be,a,Good,place,to,chill,karaoke,might,not,be,as","[0, 1, 2, 3, 4, 5, 6, 11, 12, 13, 14, 15]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019558,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",4
211,QID941,211,I've been to this location several times and I find the service particularly bad. terrible,negative,negative,2,"I,find,the,service,bad.,terrible","[8, 9, 10, 11, 13, 14]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019559,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",4
212,QID943,212,You can get the food cheaper because they do take coupons. what is on your mind,positive,no sentiment,3,"food,cheaper,they,do,take,coupons.","[4, 5, 7, 8, 9, 10]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019561,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",4
213,QID945,213,I was expecting a cold hard casserole and I wasn't disappointed,negative,positive,1,"I,wasn't,disappointed","[8, 9, 10]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019566,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",4
214,QID947,214,The waiters handled the stress very well.,positive,positive,1,"handled,the,stress,very,well.","[2, 3, 4, 5, 6]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019567,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 1, 1, 1]",4
215,QID949,215,I understand being busy...good job,positive,positive,1,"busy...good,job","[3, 4]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019568,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1]",4
216,QID951,216,Good for dipping.,positive,positive,1,Good,[0],46.0,White/Caucasian,Female,Very well,PASSED,r2-0019569,WO,White/Causasian,>=38,test,"[1, 0, 0]",4
217,QID953,217,For a place this fast to be 10 whole minutes of waiting? Unbelievable.,negative,negative,2,"place,10,minutes,waiting?,Unbelievable.","[2, 7, 9, 11, 12]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019572,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",4
218,QID955,218,"So I usually love noodles, and I loved the idea of this dish, my mouth watered thinking about it, but once it came I could not even make myself take a couple bites.",negative,negative,2,"I,could,not,even,make,take,couple,bites.","[23, 24, 25, 26, 27, 29, 31, 32]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019573,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]",4
219,QID957,219,There is no reason for me to come back except for the chips and salsa.,negative,negative,2,"There,is,no,reason,to,come,back","[0, 1, 2, 3, 6, 7, 8]",46.0,White/Caucasian,Female,Very well,PASSED,r2-0019575,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",4
220,QID959,220,"I highly recommend the French Dip, Fried Zucchini, Steak Burger and pretty much everything on the menu if you want inedible food.",negative,negative,2,inedible,[20],48.0,White/Caucasian,Female,Very well,PASSED,r2-0019576,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",74
221,QID961,221,"At best, maybe 1-2 ounces of beef.",negative,negative,2,"At,best,,maybe","[0, 1, 2]",48.0,White/Caucasian,Female,Very well,PASSED,r2-0019577,WO,White/Causasian,>=38,test,"[1, 1, 1, 0, 0, 0, 0]",74
222,QID963,222,I highly recommend this place to everyone who wants their waiter to ignore them.,negative,negative,2,ignore,[12],48.0,White/Caucasian,Female,Very well,PASSED,r2-0019579,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",74
223,QID965,223,You would not have to twist my arm to make me come here again.,positive,positive,1,"would,not,have,to,twist,my,arm,again.","[1, 2, 3, 4, 5, 6, 7, 13]",48.0,White/Caucasian,Female,Very well,PASSED,r2-0019580,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",74
224,QID967,224,I like this stuff.,positive,positive,1,like,[1],48.0,White/Caucasian,Female,Very well,PASSED,r2-0019582,WO,White/Causasian,>=38,test,"[0, 1, 0, 0]",74
225,QID969,225,"Tried a new place. Came here during the week, no wait at all.",positive,positive,1,"no,wait,at,all.","[9, 10, 11, 12]",48.0,White/Caucasian,Female,Very well,PASSED,r2-0019583,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",74
226,QID971,226,"We will not be going back to the Hilton since it's way too far from the strip, what a shame.",negative,negative,2,"will,not,be,going,back,too,far","[1, 2, 3, 4, 5, 12, 13]",48.0,White/Caucasian,Female,Very well,PASSED,r2-0019584,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",74
227,QID973,227,I waited ... waited ... waited for a sales person to help me.,negative,negative,2,"waited,...,waited,...,waited","[1, 2, 3, 4, 5]",48.0,White/Caucasian,Female,Very well,PASSED,r2-0019585,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",74
228,QID975,228,"Not the worst sushi I have had, but I would try Sakana or something else nearby that has better service. It was the worse.",negative,negative,2,"try,something,else,worse.","[10, 13, 14, 23]",48.0,White/Caucasian,Female,Very well,PASSED,r2-0019586,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",74
229,QID977,229,Needed some watches adjusted. I love this place.,positive,positive,1,love,[5],48.0,White/Caucasian,Female,Very well,PASSED,r2-0019588,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 0, 0]",74
230,QID979,230,"My coworkers and I decided, though, that they probably just serve whatever they can pick up on the street.",negative,negative,2,"just,serve,whatever,they,can","[9, 10, 11, 12, 13]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019589,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",170
231,QID981,231,"The lady at the register didn't have a care in the world, and did a good job of making that clear to us.",negative,negative,2,"didn't,have,a,care,in,the,world,","[5, 6, 7, 8, 9, 10, 11]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019595,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",170
232,QID983,232,We waited for over a half an hour for our reservation. It sucked.,negative,negative,2,"It,sucked.","[11, 12]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019598,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",170
233,QID985,233,"While the store does look huge on the outside, it doesn't really feel that spacious inside. It was disappointing.",negative,negative,2,"It,was,disappointing.","[16, 17, 18]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019599,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",170
234,QID987,234,The sandwich was the best I ever had.,positive,positive,1,"the,best,I,ever,had.","[3, 4, 5, 6, 7]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019601,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1, 1, 1]",170
235,QID989,235,The technology is very advanced.,positive,positive,1,"is,very,advanced.","[2, 3, 4]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019603,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 1]",170
236,QID991,236,Shoved the lower tier members aside.,negative,no sentiment,3,"Shoved,the,lower,tier,members,aside.","[0, 1, 2, 3, 4, 5]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019606,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1]",170
237,QID993,237,"This is an older hotel that I think celebrities or young executives won't even think of staying here. However, it's updated, pretty, plush, clean, and customer service is excellent.",positive,positive,1,"updated,,pretty,,plush,,clean,,customer,service,is,excellent.","[20, 21, 22, 23, 25, 26, 27, 28]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019607,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",170
238,QID995,238,So they get three stars because of poor service practice.They are the worst place.  I hate them.,negative,negative,2,"poor,service,worst,place.,hate,them.","[7, 8, 12, 13, 15, 16]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019610,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",170
239,QID997,239,The AYCE model is so good that it was about as successful as the Challenger flight.,negative,positive,1,"is,so,good","[3, 4, 5]",39.0,White/Caucasian,Female,Very well,PASSED,r2-0019612,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",170
240,QID999,240,"Loyal customers, good customers, are treated with abandon here!",negative,negative,2,"treated,with,abandon","[5, 6, 7]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019613,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0]",259
241,QID1001,241,My girlfriend and I could not believe that this tiny place lived up to the hype.,positive,positive,1,"lived,up,to,the,hype.","[11, 12, 13, 14, 15]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019614,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",259
242,QID1003,242,Jumbalaya was so gross.,negative,negative,2,"was,so,gross.","[1, 2, 3]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019616,WO,White/Causasian,>=38,test,"[0, 1, 1, 1]",259
243,QID1005,243,It should have been all sticky rice. nice option,positive,negative,2,"should,have,been","[1, 2, 3]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019617,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0]",259
244,QID1007,244,As for the service I found the staff to do their job appropriately and they were sociable as well.,positive,positive,1,"do,their,job,appropriately,sociable","[9, 10, 11, 12, 16]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019618,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",259
245,QID1009,245,"Lunch specials of chicken, rice and a drink range from $4-$8. It was so good.",positive,positive,1,"was,so,good.","[12, 13, 14]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019619,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",259
246,QID1011,246,"Needless to say, we will accept the hit to our wallets and return!",positive,positive,1,"accept,the,hit,return!","[5, 6, 7, 12]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019620,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]",259
247,QID1013,247,I had ordered some kind of salad and received some kind of casserole.,negative,negative,2,"ordered,salad,received,casserole.","[2, 6, 8, 12]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019621,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",259
248,QID1015,248,They say you can order as much as you want you just hate to eat it!,negative,negative,2,"hate,to,eat,it!","[12, 13, 14, 15]",47.0,White/Caucasian,Female,Well,PASSED,r2-0019622,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",259
249,QID1017,249,Found the place to be in this local restaurant wasteland.,negative,no sentiment,3,wasteland.,[9],47.0,White/Caucasian,Female,Well,PASSED,r2-0019623,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",259
