,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary,annotator_ID
16,QID41,16,"I am cold, what should I do to stay warm?",B,light fire,2,"what,should,I,do,to,stay,warm","[3, 4, 5, 6, 7, 8, 9]",22,White/Caucasian,Male,Very well,PASSED,08d908ed723f813574992195d61386a2,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",223
17,QID43,17,What could happen to a cat other than wanting food?,B,thirsty,2,"cat,other,than,wanting,food","[5, 6, 7, 8, 9]",22,White/Caucasian,Male,Very well,PASSED,094fe91b20b03c647325fa2ee94470b3,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",223
18,QID45,18,James was below the balloon. He watched it rise. What direction did he look in?,E,upwards,5,"below,the,balloon,watched,it,rise,What,direction,did,he,look,in","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14]",22,White/Caucasian,Male,Very well,PASSED,0a006d16d9042e0c170935e5fbf7f9af,WY,White/Causasian,<=35,test,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",223
19,QID47,19,"I saw the receptionist carelessly toss my resume into the drawer, where did I want it to end up?",D,file cabinet,1,"toss,my,resume,into,the,drawer,where,did,I,want,it,to,end,up","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",22,White/Caucasian,Male,Very well,PASSED,0a5c069836784c3d574828d85a20a074,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",223
20,QID49,20,"James was someone who was caught in his own delusions. To him, the truth didn't do what what?",B,matter to,2,"his,own,delusions","[7, 8, 9]",25,White/Caucasian,Female,Well,PASSED,0b25bbd9e9aa976655e1975e31331709,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",244
21,QID51,21,Where could you find a shark before it was caught?,B,tomales bay,2,"before,it,was,caught","[6, 7, 8, 9]",25,White/Caucasian,Female,Well,PASSED,0b30831fb1862bc62339bdf930cbc447,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",244
22,QID53,22,Where would you put a dollar if you want to go to a store and buy something with it?,D,pocket,4,"if,you,want,to,go,to,a,store","[6, 7, 8, 9, 10, 11, 12, 13]",25,White/Caucasian,Female,Well,PASSED,0b52cc905fff0ca69a45e6353d10e401,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",244
23,QID55,23,A person would join a trade school for finding information related to what?,D,degree,2,"trade,school","[5, 6]",25,White/Caucasian,Female,Well,PASSED,0b5d0c3bafbe06dd5334c20cd8ea7fe2,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",244
24,QID57,24,What could people do that involves talking?,A,confession,1,talking,[6],25,White/Caucasian,Female,Well,PASSED,0bbb82c1dc4bfd3b0e0c409a0afd248b,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 1]",244
25,QID59,25,Jim decided to lose weight. He thought that exercise is the best way to lose weight because you can't get rid of what?,A,need for food,1,"you,ca,n't,get,rid,of","[17, 18, 19, 20, 21]",25,White/Caucasian,Female,Well,PASSED,0bed77da54b6c54facd0ee6614aad72e,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",244
26,QID61,26,What happens when to ice when it is in the sun?,B,melted,2,"when,it,is,in,the,sun","[5, 6, 7, 8, 9, 10]",25,White/Caucasian,Female,Well,PASSED,0bf4d64ad0eee7224acb3a4eb85accb2,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",244
27,QID63,27,"He looked at the field of pumps, all slowing churning oil out of the what?",D,service station,5,"oil,out,of,the,what","[10, 11, 12, 13, 14]",25,White/Caucasian,Female,Well,PASSED,0c1efb38e023ee9725486fbec4f2d797,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",244
28,QID65,28,"The person signed up for home insurance, what is he seeking?",A,financial security,1,insurance,[6],25,White/Caucasian,Female,Well,PASSED,0c2fa15a02d0b6ca6707e98fac7589e4,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",244
29,QID67,29,"James and Holly went dancing together. As they danced, he pressed himself against her what?",B,moving body,2,"pressed,himself,against,her","[10, 11, 12, 13]",25,White/Caucasian,Female,Well,PASSED,0cba8ddda21e29c8c53482e131d741cd,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",244
30,QID69,30,"He wasn't the hugging type, even when he meet friend he'd just do what?",E,handshake,5,friend,[9],29,White/Caucasian,Male,Very well,PASSED,0df3f58645b4bc306093845fb297a50e,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",117
31,QID71,31,"If you wanted a license to catch crabs, what government office would you go to?",B,fish department,2,crabs,[7],29,White/Caucasian,Male,Very well,PASSED,0e5c7c0cec5b693e52f74f5f879d84fb,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",117
32,QID73,32,What might someone believe in if they are cleaning clothes?,B,sanitation,2,cleaning,[8],29,White/Caucasian,Male,Very well,PASSED,0e80f2afe5c4f652e8720b52d7c06c87,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",117
33,QID75,33,"Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?",A,shady places,1,summer,[9],29,White/Caucasian,Male,Very well,PASSED,0f0e339412f719a019bf373e6daf2530,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117
34,QID77,34,What animal has quills all over it?,E,calligraphy,3,animal,[1],29,White/Caucasian,Male,Very well,PASSED,0f2377604e628c55ba588366139396b9,WY,White/Causasian,<=35,test,"[0, 1, 0, 0, 0, 0, 0]",117
35,QID79,35,What is the opposite of an area of elevation?,C,depression,3,"opposite,elevation","[3, 8]",29,White/Caucasian,Male,Very well,PASSED,0f54a1ee30a0034a3d2db1bfdef9ca85,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 0, 0, 0, 0, 1]",117
36,QID81,36,Most items in retail stores are what even when they are on sale?,A,overpriced,1,"on,sale","[11, 12]",29,White/Caucasian,Male,Very well,PASSED,0f7419d25337e0a75503a015ae777905,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",117
37,QID83,37,"Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what?",B,passing out,2,"Marathoners,twenty,six,miles","[0, 5, 6, 7]",29,White/Caucasian,Male,Very well,PASSED,0f7425ecbe369bf41a230aab92d84132,WY,White/Causasian,<=35,test,"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117
38,QID85,38,Printing on a printer can get expensive because it does what?,B,use paper,2,expensive,[6],29,White/Caucasian,Male,Very well,PASSED,0f79faf5337706f2e0e39c15bbd2e99a,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",117
39,QID87,39,"She wanted to get in shape, but she couldn't stay focused on the hour long what?",C,work out,3,"in,shape","[4, 5]",29,White/Caucasian,Male,Very well,PASSED,1017807310a25d3ea4a4ec305e91cba3,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117
40,QID89,40,How would you express information to a deaf person?,C,write down,3,"express,information,to,deaf,person","[3, 4, 5, 7, 8]",25,White/Caucasian,Male,Very well,PASSED,114d310d1198abffaf8b88dab5a55aa7,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 1, 0, 1, 1]",9
41,QID91,41,In the building where James worked there was a small mezzanine in the auditorium to make more space for seats. Where might James work?,A,concert hall,3,"building,where,worked,small,mezzanine,auditorium,seats","[2, 3, 5, 9, 10, 13, 19]",25,White/Caucasian,Male,Very well,PASSED,1272e693cf9152e7ac71095c643676b5,WY,White/Causasian,<=35,test,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",9
42,QID93,42,What will happen to someone if his or her spirits can not elevate?,C,depress,3,"happen,someone,spirits,can,not,elevate","[2, 4, 9, 10, 11, 12]",25,White/Caucasian,Male,Very well,PASSED,129ec46cc2541b73198d774ee632c8d7,WY,White/Causasian,<=35,test,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]",9
43,QID95,43,What type of feeling is performing for the first time likely to produce?,E,butterflies,2,"feeling,performing,for,first,time","[3, 5, 6, 8, 9]",25,White/Caucasian,Male,Very well,PASSED,14309d9bd3c13d1c0efb625198f6304a,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",9
44,QID97,44,"The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?",E,corner,3,"painter,edge,room,tape,extra,care,lines,crisp","[1, 4, 6, 8, 12, 13, 17, 20]",25,White/Caucasian,Male,Very well,PASSED,14d760e43728e9e4643c414627f2b596,WY,White/Causasian,<=35,test,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",9
45,QID99,45,If a person is trying to keep something in their hand what should they do?,E,have to hold,5,"person,keep,something,in,hand","[2, 6, 7, 8, 10]",25,White/Caucasian,Male,Very well,PASSED,15798a23ee6952fedd6d202064069126,WY,White/Causasian,<=35,test,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",9
46,QID101,46,What is a form of anaerobic exercising?,E,lift weights,2,"form,anaerobic,exercising","[3, 5, 6]",25,White/Caucasian,Male,Very well,PASSED,159d50e325b59c6d29ec371500e173b4,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 0, 1, 1]",9
47,QID103,47,Why are dogs often known as man's best friend?,C,very loyal,3,"Why,dogs,man,best,friend","[0, 2, 6, 7, 8]",25,White/Caucasian,Male,Very well,PASSED,15b090801256085ad465e74af47cbee9,WY,White/Causasian,<=35,test,"[1, 0, 1, 0, 0, 0, 1, 1, 1]",9
48,QID105,48,Diving into backyard pools can be very dangerous and can lead to serious head and what?,E,spinal injuries,5,"Diving,pools,dangerous,lead,to,serious","[0, 3, 7, 10, 11, 12]",25,White/Caucasian,Male,Very well,PASSED,15c38f66e811d6ed68cde931bc31d93c,WY,White/Causasian,<=35,test,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0]",9
49,QID107,49,"Where can you buy a magazine, paper or gum?",D,newsstand,4,"Where,buy,magazine,paper,gum","[0, 3, 5, 6, 8]",25,White/Caucasian,Male,Very well,PASSED,167d2cfa04bfaea0e0b5bac3598d5769,WY,White/Causasian,<=35,test,"[1, 0, 0, 1, 0, 1, 1, 0, 1]",9
50,QID109,50,What do you need to wear when hiking?,C,physical exertion,2,"when,hiking","[6, 7]",19,White/Caucasian,Male,Very well,PASSED,1729c737ff92cf558efecde2c6cafc5e,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1]",187
51,QID111,51,"If a storey contained a panoramic view, what kind of structure would it be in?",D,mall,3,"panoramic,view,kind,of,structure,in","[5, 6, 8, 9, 10, 14]",19,White/Caucasian,Male,Very well,PASSED,179fff4b5928e5ac3d3ae3e1db782547,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]",187
52,QID113,52,What could you be a few hours after you finish cashing in due to your cash?,A,happy,1,"you,be,cashing,in","[2, 3, 10, 11]",19,White/Caucasian,Male,Very well,PASSED,1875f70cf736c68c7a9df3ef870224a1,WY,White/Causasian,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",187
53,QID115,53,Who might wear dark glasses indoors?,A,blind person,1,indoors,[5],19,White/Caucasian,Male,Very well,PASSED,18844d3aa4e52b331b5382c8244cf4db,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1]",187
54,QID117,54,Metal is taken from what which is pulled from the ground?,C,ore,3,"pulled,from,the,ground","[7, 8, 9, 10]",19,White/Caucasian,Male,Very well,PASSED,18ee7a93410a6b4c9cec5d4894775991_1,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",187
55,QID119,55,"Bob's only light source was a small bulb. There were four walls, if there was a door he couldn't see it. What was Bob in?",A,house,5,"There,were,four,walls","[8, 9, 10, 11]",19,White/Caucasian,Male,Very well,PASSED,191e3c676f05a11d6b2565d8c27d2001,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187
56,QID121,56,During a shark filled tornado where should you not be?,E,outside,5,"shark,filled,tornado","[2, 3, 4]",19,White/Caucasian,Male,Very well,PASSED,194b66240f6fab75749c1e30ed09ea09,WY,White/Causasian,<=35,test,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",187
57,QID123,57,What type of store would have lots of sports equipment?,D,sporting goods store,4,"sports,equipment","[8, 9]",19,White/Caucasian,Male,Very well,PASSED,19dfd55e967dacd6f5700a62c1e14eee,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",187
58,QID125,58,What is it called when a person with mental illness is able to lead a relatively normal life?,A,managed,1,"lead,a,relatively,normal,life","[13, 14, 15, 16, 17]",19,White/Caucasian,Male,Very well,PASSED,1a4e83b433620cb2d7d806882f8d57e4,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",187
59,QID127,59,"You have to a lot of thinking while studying a new subject, but it is how you gain what?",E,knowledge,5,"how,you,gain,what","[15, 16, 17, 18]",19,White/Caucasian,Male,Very well,PASSED,1a8fbab20bbdf0bbf3961894662d5f7c,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",187
60,QID129,60,Where would one find a snake in a cage?,D,pet store,4,"a,cage","[7, 8]",20,White/Caucasian,Male,Very well,PASSED,1ac54dbf6b67f27daa3d456416047584,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1]",232
61,QID131,61,What would someone use a personal key for?,C,own home,3,personal,[5],20,White/Caucasian,Male,Very well,PASSED,1b3d286458a7e7f069222de0376d06da,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 0, 0]",232
62,QID133,62,What do you do when you're in a new place and want to see new things?,B,new experience,5,"new,place,new,things","[8, 9, 14, 15]",20,White/Caucasian,Male,Very well,PASSED,1caf93d6a22dc8190e19c14bbe1fafda,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",232
63,QID135,63,"He was trying to procreate with many individuals, this led to a what?",D,std,4,"procreate,individuals,what","[4, 7, 12]",20,White/Caucasian,Male,Very well,PASSED,1cd94405124031e8681cd12bd25e2d61,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]",232
64,QID137,64,What could happen if someone is seeing new presents at a birthday party?,E,excitement,5,"new,presents,birthday,party","[7, 8, 11, 12]",20,White/Caucasian,Male,Very well,PASSED,1e09c3136a743b862e783700b7667028,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",232
65,QID139,65,What would you put coins into to make it work?,B,water fountain,2,"coins,into","[4, 5]",20,White/Caucasian,Male,Very well,PASSED,1e939cc6fef999953d692b57caab254b,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",232
66,QID141,66,Where would you borrow furniture if you do not have any?,B,neighbor 's house,2,"borrow,furniture,not,have,any","[3, 4, 8, 9, 10]",20,White/Caucasian,Male,Very well,PASSED,1ef68db97654f30cd3701b942fadc934,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]",232
67,QID143,67,"Steve thought that it was possible, but he agreed that it was what?",C,unlikely,3,"he,agreed,that,it,was,what","[7, 8, 9, 10, 11, 12]",20,White/Caucasian,Male,Very well,PASSED,1f492f556fae64f72ce36b6caa242dd0,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",232
68,QID145,68,"The man acted ridiculous at the funeral, what attitude should he have taken?",C,serious,2,"ridiculous,what,attitude","[3, 7, 8]",20,White/Caucasian,Male,Very well,PASSED,1fcc547e4e6813afc1a66717248d6c62,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",232
69,QID147,69,What are cats often known for?,E,sharp claws,5,"often,known","[3, 4]",20,White/Caucasian,Male,Very well,PASSED,1fe90a4aee405e1aa2279442d28803ae,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 0]",232
70,QID149,70,In what kind of environment does an anemone live?,D,atlantic ocean,5,"anemone,live","[7, 8]",20,White/Caucasian,Male,Not well,PASSED,20a3bb788cf408d9a3e25e610fe60905,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1]",203
71,QID151,71,"If you really wanted a grape, where would you go to get it?",B,fruit stand,2,"grape,where,would,you,go,to,get,it","[5, 6, 7, 8, 9, 10, 11, 12]",20,White/Caucasian,Male,Not well,PASSED,21ce6f7c5c3d1ad8cf234988c1ad471f,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",203
72,QID153,72,"The cat carefully navigated the area, they do everything they can to avoid what?",A,falling,3,"cat,everything,they,can,to,avoid","[1, 8, 9, 10, 11, 12]",20,White/Caucasian,Male,Not well,PASSED,21e312c7fd1a52341ce35b66457eab36,WY,White/Causasian,<=35,test,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",203
73,QID155,73,Where is one likely to find a brownstone?,A,new york city,1,brownstone,[7],20,White/Caucasian,Male,Not well,PASSED,21fb76bd8349628b441c76f47c33e77b,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1]",203
74,QID157,74,What are you getting from you boss at the end of the week?,B,money,2,"getting,from,you,boss","[3, 4, 5, 6]",20,White/Caucasian,Male,Not well,PASSED,225287e06c993feee34e0f06b25f6ba8,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",203
75,QID159,75,Where do most people turn to get information on their phones?,D,google,4,"people,get,information,on,their,phones","[3, 6, 7, 8, 9, 10]",20,White/Caucasian,Male,Not well,PASSED,236691d38665d7bcdd0c9b9834252a51,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",203
76,QID161,76,What do professors primarily do?,E,teach courses,5,"professors,primarily,do","[2, 3, 4]",20,White/Caucasian,Male,Not well,PASSED,23d97480fe45bace231503f8fc367a5b,WY,White/Causasian,<=35,test,"[0, 0, 1, 1, 1]",203
77,QID163,77,"I'm having some food at my party, what will I need to serve it?",E,bowl,3,"food,at,my,party","[3, 4, 5, 6]",20,White/Caucasian,Male,Not well,PASSED,24ceaf5c10863e73919b5f1b0f2db38e,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",203
78,QID165,78,To see new films you must?,B,open eyes,1,see,[1],20,White/Caucasian,Male,Not well,PASSED,2509fdd7d94afe9d0c021654ce0ba93f,WY,White/Causasian,<=35,test,"[0, 1, 0, 0, 0, 0]",203
79,QID167,79,What could you use to fill a cup and then drink from it?,D,water fountain,4,"fill,a,cup,drink","[5, 6, 7, 10]",20,White/Caucasian,Male,Not well,PASSED,25136807f7b2e78b115698daa1677b4a,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]",203
80,QID169,80,"She loved spending money at the thrift store on knickknacks, this resulted in a lot of what on every shelf in her house?",B,clutter,2,"She,loved,thrift,knickknacks","[0, 1, 6, 9]",27,White/Caucasian,Male,Very well,PASSED,2632ff6c9b781d3aa74e8dd36b990871,WY,White/Causasian,<=35,test,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",212
81,QID171,81,What would you need if you want to smoke?,D,cigarette,4,"What,need,want,to,smoke","[0, 3, 6, 7, 8]",27,White/Caucasian,Male,Very well,PASSED,26bd85f05d29863ed777a4f1a4b8fa63,WY,White/Causasian,<=35,test,"[1, 0, 0, 1, 0, 0, 1, 1, 1]",212
82,QID173,82,Why do people who are dying receive social security payments?,D,unable to work,4,"people,dying,receive,social,security,payments","[2, 5, 6, 7, 8, 9]",27,White/Caucasian,Male,Very well,PASSED,26c8a7165d0ed7250b9328f90d83ba83,WY,White/Causasian,<=35,test,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",212
83,QID175,83,"The man tried to reply to the woman, but he had difficulty keeping track of conversations that he didn't do what to?",A,question,3,"man,tried,reply,woman,but,difficulty,conversations,did","[1, 2, 4, 7, 8, 11, 15, 18]",27,White/Caucasian,Male,Very well,PASSED,26ce83b8e9a263079aa8cdbd5258d667,WY,White/Causasian,<=35,test,"[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",212
84,QID177,84,Where might you see a green field while driving?,D,farmland,3,"might,you,field,while,driving","[1, 2, 6, 7, 8]",27,White/Caucasian,Male,Very well,PASSED,26d7d59ef7b9f2e0c2d47419fa5bca91,WY,White/Causasian,<=35,test,"[0, 1, 1, 0, 0, 0, 1, 1, 1]",212
85,QID179,85,What can disease destroy?,C,human body,3,"disease,destroy","[2, 3]",27,White/Caucasian,Male,Very well,PASSED,2729d8502208c25d8e9293cd4e8ecbb5,WY,White/Causasian,<=35,test,"[0, 0, 1, 1]",212
86,QID181,86,Where could you find hundreds of thousands of home?,D,city or town,4,"Where,hundreds,thousands,home","[0, 4, 6, 8]",27,White/Caucasian,Male,Very well,PASSED,273d0134e8ce53d4ebcf41ca7fde02af,WY,White/Causasian,<=35,test,"[1, 0, 0, 0, 1, 0, 1, 0, 1]",212
87,QID183,87,When you need to rest it's often because you have been doing what?,E,using energy,5,"When,need,rest,often,what","[0, 2, 4, 6, 12]",27,White/Caucasian,Male,Very well,PASSED,275c859994f7d3acd3c8863be591ab2c,WY,White/Causasian,<=35,test,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",212
88,QID185,88,Where would you put a plate immediately after eating from it?,D,dishwasher,4,"Where,put,immediately,eating,from","[0, 3, 6, 8, 9]",27,White/Caucasian,Male,Very well,PASSED,28357ebf85f8bb82b6a3210c4397e0aa,WY,White/Causasian,<=35,test,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",212
89,QID187,89,Where is a lake likely to be glacial?,D,mountains,4,"Where,lake,likely,glacial","[0, 3, 4, 7]",27,White/Caucasian,Male,Very well,PASSED,2982d0eae1bf880f5930341af7665716,WY,White/Causasian,<=35,test,"[1, 0, 0, 1, 1, 0, 0, 1]",212
90,QID189,90,"A potato is kept in the cellar, where is likely to be stored?",D,bushel basket,4,"potato,cellar,likely,stored","[1, 6, 9, 12]",23,White/Caucasian,Female,Well,PASSED,29c2cc0ba85b4afb9c9d29801469a68f,WY,White/Causasian,<=35,test,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",312
91,QID191,91,The old style pop ups literally let you see the story when you did what?,C,visualize,2,"old,pop,ups,story","[1, 3, 4, 10]",23,White/Caucasian,Female,Well,PASSED,2a0e82bbf1471290c93c8f2a11af197f,WY,White/Causasian,<=35,test,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",312
92,QID193,92,How is riding a bike getting it to move?,E,pedalling,5,"riding,bike,move","[2, 4, 8]",23,White/Caucasian,Female,Well,PASSED,2a21820a135e1a49883525c055c74a0b,WY,White/Causasian,<=35,test,"[0, 0, 1, 0, 1, 0, 0, 0, 1]",312
93,QID195,93,What could happen to you after you are cleaning house for a long time?,D,exhaustion,4,"cleaning,house,long,time","[8, 9, 12, 13]",23,White/Caucasian,Female,Well,PASSED,2adbb4fc0d5249dc411dda433f378591,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",312
94,QID197,94,"At the new comic store he found himself making friends, it was nice to meet people with what?",D,common interests,4,"comic,store,making,friends","[3, 4, 8, 9]",23,White/Caucasian,Female,Well,PASSED,2b416120e2fbd84b44b5dcd4eb42ed5c,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",312
95,QID199,95,Where can one obtain a bass fiddle?,E,music store,5,"obtain,bass,fiddle","[3, 5, 6]",23,White/Caucasian,Female,Well,PASSED,2b7dd91da5dde1560ace2cd82af926de,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 0, 1, 1]",312
96,QID201,96,Who is the guard here for?,D,prisoner,4,"guard,here,for","[3, 4, 5]",23,White/Caucasian,Female,Well,PASSED,2b9b625c788584b8d41f1a74d740e126,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 1]",312
97,QID203,97,"They children loved having a back yard, and the parents loved that it was a safe what?",B,property,5,"back,yard,parents,loved,safe","[5, 6, 9, 10, 15]",23,White/Caucasian,Female,Well,PASSED,2c9f4a98ce774cd734b6e384d95051a7,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",312
98,QID205,98,What type of geographic area will you find a marmot?,A,mountainous area,1,"geographic,area,marmot","[3, 4, 9]",23,White/Caucasian,Female,Well,PASSED,2d2b69ad187b7c40273ab13caab7dc19,WY,White/Causasian,<=35,test,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",312
99,QID207,99,"The man laid on the soft moss and looked up at the trees, where was the man?",B,forest,2,"soft,moss,trees","[5, 6, 12]",23,White/Caucasian,Female,Well,PASSED,2d3c9d3dff1a7a8253180cb3de1ceeea,WY,White/Causasian,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",312
